FlightDate,Airline,Origin,Dest,Cancelled,Diverted,CRSDepTime,DepTime,DepDelayMinutes,DepDelay,ArrTime,ArrDelayMinutes,AirTime,CRSElapsedTime,ActualElapsedTime,Distance,Year,Quarter,Month,DayofMonth,DayOfWeek,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Operating_Airline,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,DestCityName,DestState,DestStateFips,DestStateName,DestWac,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrDelay,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,DistanceGroup,DivAirportLandings
2021-03-03,SkyWest Airlines Inc.,DFW,JLN,False,False,2030,2020.0,0.0,-10.0,2145.0,0.0,50.0,96.0,85.0,327.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3162,OO,20304,OO,N709SK,3162,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,12511,1251103,32511,"Joplin, MO",MO,29,Missouri,64,0.0,-1.0,2000-2059,31.0,2051.0,2141.0,4.0,2206,-21.0,0.0,-2.0,2200-2259,2,0.0
2021-03-03,SkyWest Airlines Inc.,ORD,OKC,False,False,1640,1638.0,0.0,-2.0,1852.0,0.0,102.0,153.0,134.0,693.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3163,OO,20304,OO,N710SK,3163,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,13851,1385103,33851,"Oklahoma City, OK",OK,40,Oklahoma,73,0.0,-1.0,1600-1659,28.0,1706.0,1848.0,4.0,1913,-21.0,0.0,-2.0,1900-1959,3,0.0
2021-03-03,SkyWest Airlines Inc.,SAF,DFW,False,False,621,611.0,0.0,-10.0,906.0,0.0,73.0,124.0,115.0,551.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3164,OO,20304,OO,N774SK,3164,14674,1467402,34674,"Santa Fe, NM",NM,35,New Mexico,86,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,-1.0,0600-0659,10.0,621.0,834.0,32.0,925,-19.0,0.0,-2.0,0900-0959,3,0.0
2021-03-03,SkyWest Airlines Inc.,ASE,LAX,False,False,1304,1259.0,0.0,-5.0,1414.0,0.0,117.0,150.0,135.0,737.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3167,OO,20304,OO,N716SK,3167,10372,1037205,30372,"Aspen, CO",CO,8,Colorado,82,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,0.0,-1.0,1300-1359,15.0,1314.0,1411.0,3.0,1434,-20.0,0.0,-2.0,1400-1459,3,0.0
2021-03-03,SkyWest Airlines Inc.,ASE,DFW,False,False,1043,1042.0,0.0,-1.0,1347.0,0.0,96.0,141.0,125.0,701.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3169,OO,20304,OO,N713SK,3169,10372,1037205,30372,"Aspen, CO",CO,8,Colorado,82,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,-1.0,1000-1059,17.0,1059.0,1335.0,12.0,1404,-17.0,0.0,-2.0,1400-1459,3,0.0
2021-03-03,SkyWest Airlines Inc.,HRL,DFW,False,False,1720,1716.0,0.0,-4.0,1858.0,0.0,80.0,108.0,102.0,461.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3170,OO,20304,OO,N763SK,3170,12206,1220605,32206,"Harlingen/San Benito, TX",TX,48,Texas,74,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,-1.0,1700-1759,14.0,1730.0,1850.0,8.0,1908,-10.0,0.0,-1.0,1900-1959,2,0.0
2021-03-03,SkyWest Airlines Inc.,ASE,PHX,False,False,1700,1651.0,0.0,-9.0,1907.0,3.0,97.0,124.0,136.0,491.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3171,OO,20304,OO,N712SK,3171,10372,1037205,30372,"Aspen, CO",CO,8,Colorado,82,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,0.0,-1.0,1700-1759,8.0,1659.0,1836.0,31.0,1904,3.0,0.0,0.0,1900-1959,2,0.0
2021-03-03,SkyWest Airlines Inc.,PHX,ASE,False,False,918,912.0,0.0,-6.0,1042.0,0.0,71.0,104.0,90.0,491.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3171,OO,20304,OO,N776SK,3171,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,10372,1037205,30372,"Aspen, CO",CO,8,Colorado,82,0.0,-1.0,0900-0959,15.0,927.0,1038.0,4.0,1102,-20.0,0.0,-2.0,1100-1159,2,0.0
2021-03-03,SkyWest Airlines Inc.,DTW,ORD,False,False,1510,1507.0,0.0,-3.0,1522.0,0.0,50.0,95.0,75.0,235.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3174,OO,20304,OO,N744SK,3174,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,0.0,-1.0,1500-1559,9.0,1516.0,1506.0,16.0,1545,-23.0,0.0,-2.0,1500-1559,1,0.0
2021-03-03,SkyWest Airlines Inc.,GJT,PHX,False,False,638,632.0,0.0,-6.0,802.0,0.0,76.0,116.0,90.0,438.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3175,OO,20304,OO,N776SK,3175,11921,1192102,31921,"Grand Junction, CO",CO,8,Colorado,82,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,0.0,-1.0,0600-0659,9.0,641.0,757.0,5.0,834,-32.0,0.0,-2.0,0800-0859,2,0.0
2021-03-03,SkyWest Airlines Inc.,SLC,PHX,False,False,733,730.0,0.0,-3.0,931.0,0.0,75.0,130.0,121.0,507.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3176,OO,20304,OO,N755EV,3176,14869,1486903,34614,"Salt Lake City, UT",UT,49,Utah,87,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,0.0,-1.0,0700-0759,11.0,741.0,856.0,35.0,943,-12.0,0.0,-1.0,0900-0959,3,0.0
2021-03-03,SkyWest Airlines Inc.,ASE,ORD,False,False,1410,1358.0,0.0,-12.0,1718.0,0.0,118.0,174.0,140.0,1013.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3177,OO,20304,OO,N738SK,3177,10372,1037205,30372,"Aspen, CO",CO,8,Colorado,82,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,0.0,-1.0,1400-1459,14.0,1412.0,1710.0,8.0,1804,-46.0,0.0,-2.0,1800-1859,5,0.0
2021-03-03,SkyWest Airlines Inc.,DRO,DFW,False,False,600,550.0,0.0,-10.0,902.0,0.0,87.0,142.0,132.0,674.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3178,OO,20304,OO,N744EV,3178,11413,1141307,30285,"Durango, CO",CO,8,Colorado,82,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,-1.0,0600-0659,20.0,610.0,837.0,25.0,922,-20.0,0.0,-2.0,0900-0959,3,0.0
2021-03-03,SkyWest Airlines Inc.,LAX,SFO,False,False,745,735.0,0.0,-10.0,845.0,0.0,52.0,95.0,70.0,337.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3179,OO,20304,OO,N732SK,3179,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,0.0,-1.0,0700-0759,13.0,748.0,840.0,5.0,920,-35.0,0.0,-2.0,0900-0959,2,0.0
2021-03-03,SkyWest Airlines Inc.,DFW,FSM,False,False,1040,1029.0,0.0,-11.0,1135.0,0.0,40.0,79.0,66.0,227.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3180,OO,20304,OO,N755SK,3180,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,11778,1177801,31778,"Fort Smith, AR",AR,5,Arkansas,71,0.0,-1.0,1000-1059,23.0,1052.0,1132.0,3.0,1159,-24.0,0.0,-2.0,1100-1159,1,0.0
2021-03-03,SkyWest Airlines Inc.,FSM,DFW,False,False,1229,1222.0,0.0,-7.0,1346.0,1.0,41.0,76.0,84.0,227.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3180,OO,20304,OO,N755SK,3180,11778,1177801,31778,"Fort Smith, AR",AR,5,Arkansas,71,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,-1.0,1200-1259,36.0,1258.0,1339.0,7.0,1345,1.0,0.0,0.0,1300-1359,1,0.0
2021-03-03,SkyWest Airlines Inc.,FLG,DFW,False,False,735,725.0,0.0,-10.0,1119.0,2.0,105.0,162.0,174.0,853.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3182,OO,20304,OO,N706SK,3182,11695,1169502,31695,"Flagstaff, AZ",AZ,4,Arizona,81,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,-1.0,0700-0759,28.0,753.0,1038.0,41.0,1117,2.0,0.0,0.0,1100-1159,4,0.0
2021-03-03,SkyWest Airlines Inc.,FSM,DFW,False,False,617,639.0,22.0,22.0,753.0,14.0,40.0,82.0,74.0,227.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3185,OO,20304,OO,N606SK,3185,11778,1177801,31778,"Fort Smith, AR",AR,5,Arkansas,71,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,1.0,1.0,0600-0659,27.0,706.0,746.0,7.0,739,14.0,0.0,0.0,0700-0759,1,0.0
2021-03-03,SkyWest Airlines Inc.,FLG,DFW,False,False,1200,1209.0,9.0,9.0,1533.0,0.0,117.0,155.0,144.0,853.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3187,OO,20304,OO,N750SK,3187,11695,1169502,31695,"Flagstaff, AZ",AZ,4,Arizona,81,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,0.0,1200-1259,15.0,1224.0,1521.0,12.0,1535,-2.0,0.0,-1.0,1500-1559,4,0.0
2021-03-03,SkyWest Airlines Inc.,DFW,JLN,False,False,1300,1257.0,0.0,-3.0,1431.0,0.0,59.0,91.0,94.0,327.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3188,OO,20304,OO,N740EV,3188,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,12511,1251103,32511,"Joplin, MO",MO,29,Missouri,64,0.0,-1.0,1300-1359,30.0,1327.0,1426.0,5.0,1431,0.0,0.0,0.0,1400-1459,2,0.0
2021-03-03,SkyWest Airlines Inc.,DFW,HRL,False,False,2025,2022.0,0.0,-3.0,2146.0,0.0,63.0,116.0,84.0,461.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3191,OO,20304,OO,N770SK,3191,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,12206,1220605,32206,"Harlingen/San Benito, TX",TX,48,Texas,74,0.0,-1.0,2000-2059,19.0,2041.0,2144.0,2.0,2221,-35.0,0.0,-2.0,2200-2259,2,0.0
2021-03-03,SkyWest Airlines Inc.,HRL,DFW,False,False,600,556.0,0.0,-4.0,732.0,0.0,74.0,109.0,96.0,461.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3192,OO,20304,OO,N709SK,3192,12206,1220605,32206,"Harlingen/San Benito, TX",TX,48,Texas,74,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,-1.0,0600-0659,12.0,608.0,722.0,10.0,749,-17.0,0.0,-2.0,0700-0759,2,0.0
2021-03-03,SkyWest Airlines Inc.,PHX,MFR,False,False,935,932.0,0.0,-3.0,1057.0,0.0,109.0,158.0,145.0,854.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3194,OO,20304,OO,N761ND,3194,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,13264,1326403,33264,"Medford, OR",OR,41,Oregon,92,0.0,-1.0,0900-0959,32.0,1004.0,1053.0,4.0,1113,-16.0,0.0,-2.0,1100-1159,4,0.0
2021-03-03,SkyWest Airlines Inc.,PHX,LAX,False,False,800,759.0,0.0,-1.0,820.0,0.0,60.0,97.0,81.0,370.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3196,OO,20304,OO,N767SK,3196,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,0.0,-1.0,0800-0859,17.0,816.0,816.0,4.0,837,-17.0,0.0,-2.0,0800-0859,2,0.0
2021-03-03,SkyWest Airlines Inc.,GNV,DFW,False,False,730,725.0,0.0,-5.0,923.0,0.0,161.0,175.0,178.0,900.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3198,OO,20304,OO,N701SK,3198,11953,1195302,31953,"Gainesville, FL",FL,12,Florida,33,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,-1.0,0700-0759,8.0,733.0,914.0,9.0,925,-2.0,0.0,-1.0,0900-0959,4,0.0
2021-03-03,SkyWest Airlines Inc.,DRO,DFW,False,False,1230,1220.0,0.0,-10.0,1520.0,0.0,88.0,124.0,120.0,674.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3199,OO,20304,OO,N750EV,3199,11413,1141307,30285,"Durango, CO",CO,8,Colorado,82,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,-1.0,1200-1259,23.0,1243.0,1511.0,9.0,1534,-14.0,0.0,-1.0,1500-1559,3,0.0
2021-03-03,SkyWest Airlines Inc.,ROW,DFW,False,False,633,628.0,0.0,-5.0,944.0,25.0,62.0,106.0,136.0,435.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3200,OO,20304,OO,N718SK,3200,14588,1458804,34588,"Roswell, NM",NM,35,New Mexico,86,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,-1.0,0600-0659,11.0,639.0,841.0,63.0,919,25.0,1.0,1.0,0900-0959,2,0.0
2021-03-03,SkyWest Airlines Inc.,GJT,DFW,False,False,800,750.0,0.0,-10.0,1118.0,0.0,97.0,147.0,148.0,773.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3202,OO,20304,OO,N740EV,3202,11921,1192102,31921,"Grand Junction, CO",CO,8,Colorado,82,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,-1.0,0800-0859,12.0,802.0,1039.0,39.0,1127,-9.0,0.0,-1.0,1100-1159,4,0.0
2021-03-03,SkyWest Airlines Inc.,PHX,SBP,False,False,1852,1847.0,0.0,-5.0,1933.0,0.0,76.0,120.0,106.0,509.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3214,OO,20304,OO,N748SK,3214,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,14698,1469802,34236,"San Luis Obispo, CA",CA,6,California,91,0.0,-1.0,1800-1859,26.0,1913.0,1929.0,4.0,1952,-19.0,0.0,-2.0,1900-1959,3,0.0
2021-03-03,SkyWest Airlines Inc.,DFW,GJT,False,False,2025,2018.0,0.0,-7.0,2133.0,0.0,115.0,162.0,135.0,773.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3215,OO,20304,OO,N751EV,3215,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,11921,1192102,31921,"Grand Junction, CO",CO,8,Colorado,82,0.0,-1.0,2000-2059,17.0,2035.0,2130.0,3.0,2207,-34.0,0.0,-2.0,2200-2259,4,0.0
2021-03-03,SkyWest Airlines Inc.,DFW,DRO,False,False,1448,1442.0,0.0,-6.0,1544.0,0.0,96.0,143.0,122.0,674.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3217,OO,20304,OO,N753EV,3217,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,11413,1141307,30285,"Durango, CO",CO,8,Colorado,82,0.0,-1.0,1400-1459,21.0,1503.0,1539.0,5.0,1611,-27.0,0.0,-2.0,1600-1659,3,0.0
2021-03-03,SkyWest Airlines Inc.,DFW,SBN,False,False,1842,1839.0,0.0,-3.0,2150.0,0.0,113.0,149.0,131.0,846.0,2021,1,3,3,3,AA,AA_CODESHARE,19805,AA,3220,OO,20304,OO,N713SK,3220,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,14696,1469608,34696,"South Bend, IN",IN,18,Indiana,42,0.0,-1.0,1800-1859,15.0,1854.0,2147.0,3.0,2211,-21.0,0.0,-2.0,2200-2259,4,0.0
